word,frequency_rank,definition_order,pos,level,definition_en,definition_vi,pronunciations,example_en,example_vi
do,,23,verb,beginner,(transitive) To impersonate or depict.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"They really laughed when he did Clinton, with a perfect accent and a leer.",Họ cười rất lớn khi anh ấy đóng Clinton với giọng điệu hoàn hảo và nụ cười tà ác.
do,,24,verb,beginner,"(transitive|with 'a' and the name of a person, place, event, etc.) To copy or emulate the actions or behaviour that is associated with the person or thing mentioned.","(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,He did a Henry VIII and got married six times.,Anh ấy đã làm Henry VIII và kết hôn sáu lần.
do,,25,verb,beginner,(transitive|slang) To kill.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"About a year ago, a boy name Brandon got got here in Baltimore. Stuck and burned before he passed. Wasn't no need for y'all to do him the way y'all did.","Khoảng một năm trước, một cậu bé tên là Brandon đến Baltimore. Anh ta bị mắc kẹt và bị thương trước khi qua đời. Không cần thiết gì hết cho các bạn khi đối xử với anh ấy như vậy."
do,,26,verb,beginner,(transitive|slang) To deal with for good and all; to finish up; to undo; to ruin; to do for.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"Sometimes they lie in wait in these dark streets, and fracture his skull, or break his arm, or cut the sinew of his wrist; and that they call doing him.","Thỉnh thoảng họ ngồi chờ trong những con hẻm tối, và gãy xương trán của anh ấy, hoặc gãy tay anh ấy, hoặc cắt dây thần kinh ở cổ tay; và đó là điều họ gọi là đối xử với anh ấy."
do,,27,verb,beginner,(transitive|informal) To punish for a misdemeanor.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,He got done for speeding.,anh ta bị bắt giữ vì lái xe quá tốc độ quy định
do,,28,verb,beginner,(transitive|slang) To have sex with. (See also ),"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"one day I did her on the kitchen table, and several times on the dining-room table.","Một ngày nào đó tôi đã làm tình với cô ấy trên bàn ăn bếp, và vài lần khác trên bàn ăn phòng khách."
do,,29,verb,beginner,(transitive) To cheat or swindle.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,That guy just did me out of two hundred bucks!,Người đàn ông đó vừa làm tôi mất hai trăm đô la!
do,,30,verb,beginner,"(transitive) To convert into a certain form; especially, to translate.","(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,the novel has just been done into English;&nbsp; I'm going to do this play into a movie,Sách đã được dịch sang tiếng Anh; tôi sẽ chuyển kịch bản này thành phim.
do,,31,verb,beginner,(ambitransitive) To finish.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,32,verb,beginner,"(transitive|finance) To cash or to advance money for, as a bill or note.","(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,33,verb,beginner,(ditransitive|informal) To make or provide.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,Could you do me a burger with mayonnaise instead of ketchup?,Bạn có thể làm cho tôi một hamburger với mayonnaise thay vì ketchup?
do,,34,verb,beginner,(transitive|informal) To provide as a service.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,Do they do haircuts there?,Họ có làm tóc không?
do,,35,verb,beginner,(transitive|informal) To injure (one's own body part).,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"""Defender Kolo Toure admitted Given will be a loss, but gave his backing to Nielsen. 'I think he's done his shoulder,' said the Ivorian.""","""Đối tác Kolo Toure thừa nhận rằng Given sẽ là một mất mát, nhưng anh ấy ủng hộ Nielsen. 'Tôi nghĩ anh ấy đã làm tổn thương vai,' người Ivorian nói."""
do,,36,verb,beginner,(transitive) To take (a drug).,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,I do cocaine.,Tôi sử dụng cocain.
do,,37,verb,beginner,(transitive|in the form be doing [somewhere]) To exist with a purpose or for a reason.,"(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,What's that car doing in our swimming pool?,Xe hơi đó đang làm gì trong bể bơi của chúng tôi?
do,,38,verb,beginner,"(informal|transitive) To drive a vehicle at a certain speed, especially in regard to a speed limit.","(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,He was doing 50 [miles per hour] in a school zone.,Anh ấy đang chạy với tốc độ 50 dặm/giờ trong khu vực trường học.
do,,39,verb,beginner,"(DoggoLingo|used with nouns, verbs, and adjective) To perform something suggested by a following noun, verb, or adjective.","(được dùng nhất là với what , anything , nothing và something , để nói đến các hành động không xác định rõ hay chưa biết) làm",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,did a listen&nbsp;&nbsp;do someone a frighten&nbsp;&nbsp;doing her a cute,"Anh ấy đã nghe một cái gì đó, làm cho ai đó sợ hãi, làm cho cô ấy trở nên đáng yêu"
do,,40,noun,beginner,"(UK|informal) A party, celebration, social function; usually of moderate size and formality.","bữa tiệc, bữa liên hoan; cái kể trên, cái như trên; cái cùng một thứ, cái cùng loại",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,We’re having a bit of a do on Saturday to celebrate my birthday.,Chúng tôi sẽ có một buổi tiệc vào thứ Bảy để kỷ niệm sinh nhật của tôi.
do,,41,noun,beginner,(informal) .,trò bịp bợm; trò bất lương,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,Nice do!,Đẹp tóc!
do,,42,noun,beginner,(chiefly|fossilized) Something that can or should be done.,như doh,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,Don’t forget the dos and don’ts.,Chớ quên quy tắc 'được' và 'không được'.
do,,43,noun,beginner,(chiefly|obsolete|fossilized|_|in|_|the|_|UK) Something that has been done.,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"""How come you quit?"" ""I'm moving to London."" ""Fair dos.""","""Tại sao anh bỏ việc?"" ""Tôi chuyển đến London."" ""Đủ rồi."""
do,,44,noun,beginner,(archaic) Ado; bustle; stir; to-do; A period of confusion or argument.,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"A great deal of do, and a great deal of trouble.",Một lượng lớn công việc và một lượng lớn rắc rối.
do,,45,noun,beginner,(obsolete|UK|slang) A cheat; a swindler.,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,46,noun,beginner,(obsolete|UK|slang) An act of swindling; a fraud or deception.,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,47,noun,beginner,(UK|slang) A homicide.,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"Get it done, no not properlyThem man thought that they got meTrue, I came back like a fucking zombieAttempted do with the chingHave an opp boy say “please don’t chong me!”","Hãy hoàn thành nó, không phải là đúng cách.Người đàn ông kia nghĩ rằng họ đã làm cho tôi.Tôi trở lại như một xác sống.Zombie.Họ đã thử làm cho tôi.Hãy nói với cậu bé 'xin đừng làm hại tôi!'"
do,,48,noun,beginner,(music) A syllable used in solfège to represent the first and eighth tonic of a major scale.,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,49,adverb,beginner,(archaic) .,(thông cổ).,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,"Softest flowers, .. J. P. Robson, 335 / Stars of Hartlepool, .. do 356","Các hoa mềm, ... J. P. Robson, 335 / Sao Hertford, ... làm 356"
do,,50,numeral,beginner,"The cardinal number occurring after and before do one in a duodecimal system. Written 10, decimal value 12.","Số nguyên tố thứ mười trong hệ thập lục phân. Ghi 10, giá trị thập phân 12.",US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,51,noun,beginner,(grammar) .,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,52,noun,beginner,(US) a Doctor of Osteopathic Medicine,số nhiều là dos hoặc do's,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,53,noun,beginner,(science) .,chờm bơm,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
do,,54,noun,beginner,(dentistry) .,tác,US:/də/ | US:/dʊ/ | US:/duː/ | US:/d͡ʒ/ | US:/dy/ | US:/diː/ | US:/dɪ/ | US:/dɪv/ | US:/dəʊ/ | US:/doʊ/ | US:/dəʊ/ | US:/doʊ/,,
get,,1,verb,beginner,(transitive|or|ditransitive) To obtain; to acquire.,"được, có được, kiếm được, lấy được; đến, tới, đạt đến",UK:/ɡɛt/ | US:/ɡɪt/,I'm going to get a computer tomorrow from the discount store.,Tổng cộng tôi sẽ mua một máy tính từ cửa hàng giảm giá vào ngày mai.
get,,2,verb,beginner,(transitive) To receive.,"nhận được, xin được, hỏi được; trở nên, trở thành, thành ra, đi đến chỗ",UK:/ɡɛt/ | US:/ɡɪt/,I got a computer from my parents for my birthday.,Tôi đã nhận được một máy tính từ cha mẹ tôi vào sinh nhật.
get,,3,verb,beginner,"(transitive|in a perfect construction, with present-tense meaning) To have.","tìm ra, tính ra; bắt đầu",UK:/ɡɛt/ | US:/ɡɪt/,"""Yeah, and I got a bridge in Brooklyn I'd like to sell you,"" was Peter's response to his wife.","""Đúng, và tôi đã nhận được một cây cầu ở Brooklyn tôi muốn bán cho bạn,"" là câu trả lời của Peter cho vợ mình."
get,,4,verb,beginner,"(transitive) To fetch, bring, take.","mua; (từ lóng) cút đi, chuồn",UK:/ɡɛt/ | US:/ɡɪt/,"Can you get my bag from the living-room, please?",Bạn có thể lấy túi của tôi từ phòng khách không?
get,,5,verb,beginner,"(copulative|rather|informal|followed by an adjective) To , or cause oneself to become .",học (thuộc lòng),UK:/ɡɛt/ | US:/ɡɪt/,I'm getting hungry; how about you?,Tôi đang đói; bạn cũng vậy không?
get,,6,verb,beginner,(transitive) To cause to become; to bring about.,mắc phải,UK:/ɡɛt/ | US:/ɡɪt/,That song gets me so depressed every time I hear it.,Hàng nhạc đó mỗi khi tôi nghe lại làm tôi buồn bã quá mức.
